Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales
Technology,New Castle,United States,SF-20200,Sarah Foster,05-03-2015,CA-2015-153108,47362,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Central,2284,Consumer,09-03-2015,Standard Class,Indiana,Phones,0,6.6976,+28.0%,2,23.92
Technology,Detroit,United States,AJ-10945,Ashley Jarboe,01-06-2015,US-2015-132836,48227,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Central,9094,Consumer,05-06-2015,Standard Class,Michigan,Phones,0,83.9944,+28.0%,2,299.98
Technology,Detroit,United States,AJ-10945,Ashley Jarboe,01-06-2015,US-2015-132836,48227,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Central,9096,Consumer,05-06-2015,Standard Class,Michigan,Phones,0,11.732,+28.0%,2,41.9
Technology,Detroit,United States,LD-17005,Lisa DeCherney,11-11-2016,CA-2016-139878,48234,TEC-PH-10001336,Digium D40 VoIP phone,Central,2783,Consumer,16-11-2016,Standard Class,Michigan,Phones,0,74.8142,+29.0%,2,257.98
Technology,Grand Rapids,United States,RC-19960,Ryan Crowe,22-09-2016,US-2016-157728,49505,TEC-PH-10001305,Panasonic KX TS208W Corded phone,Central,9984,Consumer,28-09-2016,Standard Class,Michigan,Phones,0,27.4344,+28.0%,2,97.98
Technology,Trenton,United States,JS-16030,Joy Smith,20-10-2016,CA-2016-160220,48183,TEC-PH-10001557,Pyle PMP37LED,Central,6220,Consumer,26-10-2016,Standard Class,Michigan,Phones,0,51.8346,+27.0%,2,191.98
Technology,Omaha,United States,PG-18820,Patrick Gardner,21-07-2014,CA-2014-109890,68104,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Central,8481,Consumer,27-07-2014,Standard Class,Nebraska,Phones,0,10.0744,+28.0%,2,35.98
Technology,Detroit,United States,AA-10480,Andrew Allen,26-08-2016,CA-2016-114601,48234,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Central,7706,Consumer,02-09-2016,Standard Class,Michigan,Accessories,0,163.1898,+34.0%,3,479.97
Technology,Madison,United States,JP-15520,Jeremy Pistek,08-12-2017,CA-2017-117324,53711,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Central,5728,Consumer,13-12-2017,Standard Class,Wisconsin,Accessories,0,32.0598,+18.0%,3,178.11
Technology,Columbus,United States,RA-19915,Russell Applegate,13-11-2015,CA-2015-149909,47201,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Central,6199,Consumer,17-11-2015,Standard Class,Indiana,Phones,0,13.2522,+26.0%,3,50.97
Technology,Detroit,United States,AA-10480,Andrew Allen,26-08-2016,CA-2016-114601,48234,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Central,7704,Consumer,02-09-2016,Standard Class,Michigan,Phones,0,58.7916,+28.0%,3,209.97
Technology,Coon Rapids,United States,MW-18220,Mitch Webber,19-11-2014,CA-2014-150518,55433,TEC-PH-10002103,Jabra SPEAK 410,Central,9649,Consumer,24-11-2014,Standard Class,Minnesota,Phones,0,78.9516,+28.0%,3,281.97
Technology,Minneapolis,United States,DL-12925,Daniel Lacy,08-05-2015,CA-2015-136798,55407,TEC-PH-10000441,VTech DS6151,Central,5063,Consumer,12-05-2015,Standard Class,Minnesota,Phones,0,105.8316,+28.0%,3,377.97
Technology,Omaha,United States,AG-10270,Alejandro Grove,13-09-2016,CA-2016-105732,68104,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Central,7389,Consumer,18-09-2016,Standard Class,Nebraska,Phones,0,0.2997,+1.0%,3,29.97
Technology,Oklahoma City,United States,RF-19735,Roland Fjeld,29-07-2017,US-2017-130953,73120,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Central,5026,Consumer,03-08-2017,Standard Class,Oklahoma,Phones,0,133.9713,+29.0%,3,461.97
Technology,Columbus,United States,ZC-21910,Zuschuss Carroll,13-09-2015,CA-2015-115567,47201,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Central,5188,Consumer,18-09-2015,Standard Class,Indiana,Accessories,0,15.9968,+8.0%,4,199.96
Technology,Moorhead,United States,CC-12475,Cindy Chapman,07-08-2017,CA-2017-158344,56560,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Central,4262,Consumer,11-08-2017,Standard Class,Minnesota,Accessories,0,19.8276,+31.0%,4,63.96
Technology,Tulsa,United States,BD-11320,Bill Donatelli,23-09-2017,CA-2017-117485,74133,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,1970,Consumer,29-09-2017,Standard Class,Oklahoma,Accessories,0,102.186,+35.0%,4,291.96
Technology,Richmond,United States,ZD-21925,Zuschuss Donatelli,03-04-2016,CA-2016-167682,47374,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Central,5899,Consumer,09-04-2016,Standard Class,Indiana,Phones,0,124.7808,+48.0%,4,259.96
Technology,Dubuque,United States,RD-19585,Rob Dowd,08-11-2015,US-2015-151407,52001,TEC-PH-10003885,Cisco SPA508G,Central,8001,Consumer,12-11-2015,Standard Class,Iowa,Phones,0,76.5484,+29.0%,4,263.96
Technology,Detroit,United States,KL-16645,Ken Lonsdale,31-07-2016,CA-2016-133550,48205,TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Central,4673,Consumer,06-08-2016,Standard Class,Michigan,Phones,0,165.3496,+26.0%,4,635.96
Technology,Omaha,United States,JK-16090,Juliana Krohn,02-12-2017,CA-2017-160885,68104,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Central,5531,Consumer,06-12-2017,Standard Class,Nebraska,Phones,0,743.988,+30.0%,4,2479.96
Technology,Oklahoma City,United States,NG-18430,Nathan Gelder,03-12-2014,CA-2014-122749,73120,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Central,1983,Consumer,09-12-2014,Standard Class,Oklahoma,Phones,0,134.3888,+28.0%,4,479.96
Technology,Milwaukee,United States,IM-15070,Irene Maddox,04-07-2015,CA-2015-154956,53209,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Central,1253,Consumer,09-07-2015,Standard Class,Wisconsin,Phones,0,285.9896,+26.0%,4,1099.96
Technology,Rochester,United States,TP-21130,Theone Pippenger,04-12-2017,US-2017-107384,55901,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Central,6534,Consumer,08-12-2017,Standard Class,Minnesota,Accessories,0,143.982,+36.0%,5,399.95
Technology,Springfield,United States,MB-18085,Mick Brown,04-09-2016,CA-2016-142524,65807,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Central,9074,Consumer,08-09-2016,Standard Class,Missouri,Accessories,0,67.188,+24.0%,5,279.95
Technology,Appleton,United States,BE-11410,Bobby Elias,14-10-2016,CA-2016-125220,54915,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Central,9514,Consumer,19-10-2016,Standard Class,Wisconsin,Accessories,0,544.4175,+33.0%,5,1649.75
Technology,Omaha,United States,AG-10270,Alejandro Grove,13-09-2016,CA-2016-105732,68104,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Central,7382,Consumer,18-09-2016,Standard Class,Nebraska,Phones,0,41.986,+28.0%,5,149.95
Technology,Kenosha,United States,DK-12895,Dana Kaydos,08-03-2015,CA-2015-105627,53142,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Central,3997,Consumer,12-03-2015,Standard Class,Wisconsin,Phones,0,223.2855,+29.0%,5,769.95
Technology,Trenton,United States,JS-16030,Joy Smith,20-10-2016,CA-2016-160220,48183,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Central,6219,Consumer,26-10-2016,Standard Class,Michigan,Phones,0,35.196,+28.0%,6,125.7
Technology,Columbus,United States,IL-15100,Ivan Liston,10-08-2017,CA-2017-143063,47201,TEC-PH-10003645,Aastra 57i VoIP phone,Central,2190,Consumer,15-08-2017,Standard Class,Indiana,Phones,0,378.1674,+26.0%,9,1454.49
Technology,Richmond,United States,HL-15040,Hunter Lopez,24-06-2016,CA-2016-101987,47374,TEC-PH-10001305,Panasonic KX TS208W Corded phone,Central,4688,Consumer,30-06-2016,Standard Class,Indiana,Phones,0,123.4548,+28.0%,9,440.91
Technology,Austin,United States,RB-19330,Randy Bradley,23-10-2017,CA-2017-106068,78745,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Central,4150,Consumer,28-10-2017,Standard Class,Texas,Accessories,0.2,-2.07,-3.8%,1,55.2
Technology,Carrollton,United States,DK-13090,Dave Kipp,21-02-2017,CA-2017-124940,75007,TEC-AC-10002076,Microsoft Natural Keyboard Elite,Central,9318,Consumer,26-02-2017,Standard Class,Texas,Accessories,0.2,-2.994,-6.3%,1,47.904
Technology,Houston,United States,CJ-12010,Caroline Jumper,27-03-2017,CA-2017-144491,77070,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,9790,Consumer,01-04-2017,Standard Class,Texas,Accessories,0.2,6.9986,+17.5%,1,39.992
Technology,Houston,United States,EH-13990,Erica Hackney,20-11-2016,CA-2016-107790,77041,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Central,5366,Consumer,24-11-2016,Standard Class,Texas,Phones,0.2,13.2293,+8.8%,1,151.192
Technology,Plano,United States,JF-15295,Jason Fortune-,19-05-2017,CA-2017-122077,75023,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Central,5939,Consumer,25-05-2017,Standard Class,Texas,Phones,0.2,9.5992,+10.0%,1,95.992
Technology,Chicago,United States,AF-10870,Art Ferguson,06-05-2016,CA-2016-139234,60610,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Central,3360,Consumer,10-05-2016,Standard Class,Illinois,Accessories,0.2,-3.272,-12.5%,2,26.176
Technology,Chicago,United States,DD-13570,Dorothy Dickinson,31-03-2014,US-2014-104759,60610,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,5050,Consumer,04-04-2014,Standard Class,Illinois,Accessories,0.2,13.9972,+17.5%,2,79.984
Technology,Carrollton,United States,DP-13000,Darren Powers,12-11-2014,CA-2014-122609,75007,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Central,9905,Consumer,18-11-2014,Standard Class,Texas,Accessories,0.2,25.5968,+20.0%,2,127.984
Technology,Houston,United States,TT-21220,Thomas Thornton,06-04-2015,CA-2015-124541,77041,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Central,2526,Consumer,10-04-2015,Standard Class,Texas,Accessories,0.2,4.4604,+17.5%,2,25.488
Technology,Houston,United States,TP-21415,Tom Prescott,09-02-2017,CA-2017-118773,77070,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Central,3086,Consumer,14-02-2017,Standard Class,Texas,Accessories,0.2,15.998,+12.5%,2,127.984
Technology,Houston,United States,TS-21655,Trudy Schmidt,06-02-2015,CA-2015-137064,77070,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Central,8127,Consumer,13-02-2015,Standard Class,Texas,Accessories,0.2,4.4004,+23.8%,2,18.528
Technology,Houston,United States,JE-15475,Jeremy Ellison,22-11-2016,US-2016-132577,77095,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,Central,6085,Consumer,27-11-2016,Standard Class,Texas,Accessories,0.2,-0.6008,-2.5%,2,24.032
Technology,Houston,United States,RM-19375,Raymond Messe,11-05-2014,CA-2014-139017,77095,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Central,1759,Consumer,17-05-2014,Standard Class,Texas,Accessories,0.2,7.615400000,+16.3%,2,46.864
Technology,Bolingbrook,United States,FM-14380,Fred McMath,25-06-2017,CA-2017-134796,60440,TEC-PH-10003505,Geemarc AmpliPOWER60,Central,7454,Consumer,01-07-2017,Standard Class,Illinois,Phones,0.2,16.704,+11.3%,2,148.48
Technology,Chicago,United States,CM-12385,Christopher Martinez,23-11-2017,CA-2017-119746,60610,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Central,4775,Consumer,27-11-2017,Standard Class,Illinois,Phones,0.2,16.6788,+7.5%,2,222.384
Technology,Chicago,United States,KD-16345,Katherine Ducich,20-12-2015,US-2015-123218,60623,TEC-PH-10001061,Apple iPhone 5C,Central,1722,Consumer,25-12-2015,Standard Class,Illinois,Phones,0.2,11.9988,+7.5%,2,159.984
Technology,Chicago,United States,JD-16015,Joy Daniels,15-05-2017,US-2017-152569,60653,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,5511,Consumer,20-05-2017,Standard Class,Illinois,Phones,0.2,3.475,+31.3%,2,11.12
Technology,Chicago,United States,LC-16870,Lena Cacioppo,23-09-2017,US-2017-125647,60653,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Central,5417,Consumer,28-09-2017,Standard Class,Illinois,Phones,0.2,-8.9964,-22.5%,2,39.984
Technology,Highland Park,United States,RA-19915,Russell Applegate,20-07-2015,US-2015-122784,60035,TEC-PH-10001557,Pyle PMP37LED,Central,4385,Consumer,27-07-2015,Standard Class,Illinois,Phones,0.2,13.4386,+8.8%,2,153.584
Technology,Houston,United States,MB-18085,Mick Brown,09-05-2016,CA-2016-112382,77036,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Central,7833,Consumer,13-05-2016,Standard Class,Texas,Phones,0.2,1.9136,+10.0%,2,19.136
Technology,Houston,United States,MV-18190,Mike Vittorini,05-03-2015,CA-2015-120320,77036,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Central,5329,Consumer,09-03-2015,Standard Class,Texas,Phones,0.2,2.394,+7.5%,2,31.92
Technology,Houston,United States,KD-16270,Karen Daniels,11-11-2014,CA-2014-165309,77095,TEC-PH-10003505,Geemarc AmpliPOWER60,Central,3330,Consumer,15-11-2014,Standard Class,Texas,Phones,0.2,16.704,+11.3%,2,148.48
Technology,Plano,United States,SC-20020,Sam Craven,20-06-2014,CA-2014-166863,75023,TEC-PH-10000369,HTC One Mini,Central,3506,Consumer,24-06-2014,Standard Class,Texas,Phones,0.2,20.1584,+10.0%,2,201.584
Technology,Bloomington,United States,AB-10105,Adrian Barton,03-08-2017,CA-2017-140781,61701,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Central,9208,Consumer,07-08-2017,Standard Class,Illinois,Accessories,0.2,7.4655,+18.8%,3,39.816
Technology,Chicago,United States,JD-16015,Joy Daniels,14-12-2014,CA-2014-148950,60610,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Central,1975,Consumer,19-12-2014,Standard Class,Illinois,Accessories,0.2,-2.1885,-6.3%,3,35.016
Technology,Chicago,United States,MG-17695,Maureen Gnade,08-06-2015,CA-2015-164007,60610,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Central,9164,Consumer,12-06-2015,Standard Class,Illinois,Accessories,0.2,0.7425,+31.3%,3,2.376
Technology,Chicago,United States,RD-19720,Roger Demir,21-11-2016,CA-2016-146157,60610,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Central,5893,Consumer,26-11-2016,Standard Class,Illinois,Accessories,0.2,2.039400000,+2.5%,3,81.576
Technology,Chicago,United States,XP-21865,Xylona Preis,01-11-2016,CA-2016-129196,60610,TEC-AC-10002473,Maxell 4.7GB DVD-R,Central,4061,Consumer,07-11-2016,Standard Class,Illinois,Accessories,0.2,17.8794,+26.3%,3,68.112
Technology,Chicago,United States,MC-18100,Mick Crebagga,02-09-2017,CA-2017-113075,60623,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Central,7223,Consumer,06-09-2017,Standard Class,Illinois,Accessories,0.2,-7.119,-17.5%,3,40.68
Technology,Evanston,United States,SB-20185,Sarah Brown,16-04-2015,CA-2015-146675,60201,TEC-AC-10004396,Logitech Keyboard K120,Central,6202,Consumer,20-04-2015,Standard Class,Illinois,Accessories,0.2,-4.9005,-11.3%,3,43.56
Technology,Dallas,United States,MO-17950,Michael Oakman,02-04-2015,US-2015-122140,75220,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Central,2771,Consumer,07-04-2015,Standard Class,Texas,Accessories,0.2,1.7991,+3.8%,3,47.976
Technology,Houston,United States,KM-16720,Kunst Miller,18-04-2014,CA-2014-100678,77095,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Central,6572,Consumer,22-04-2014,Standard Class,Texas,Accessories,0.2,28.497,+12.5%,3,227.976
Technology,Laredo,United States,HA-14920,Helen Andreada,13-10-2016,CA-2016-154018,78041,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Central,2164,Consumer,19-10-2016,Standard Class,Texas,Accessories,0.2,23.997,+12.5%,3,191.976
Technology,Lubbock,United States,CC-12685,Craig Carroll,23-10-2015,CA-2015-109190,79424,TEC-CO-10001943,Canon PC-428 Personal Copier,Central,8494,Consumer,28-10-2015,Standard Class,Texas,Copiers,0.2,161.9919,+33.8%,3,479.976
Technology,Chicago,United States,SG-20605,Speros Goranitis,19-12-2014,CA-2014-169446,60623,TEC-PH-10002817,RCA ViSYS 25425RE1 Corded phone,Central,9522,Consumer,25-12-2014,Standard Class,Illinois,Phones,0.2,36.4473,+11.3%,3,323.976
Technology,Houston,United States,VD-21670,Valerie Dominguez,26-06-2015,CA-2015-166583,77070,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Central,7150,Consumer,30-06-2015,Standard Class,Texas,Phones,0.2,109.3365,+11.3%,3,971.88
Technology,Houston,United States,KD-16270,Karen Daniels,11-11-2014,CA-2014-165309,77095,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Central,3331,Consumer,15-11-2014,Standard Class,Texas,Phones,0.2,15.0735,+6.3%,3,241.176
Technology,Houston,United States,RD-19480,Rick Duston,19-10-2017,CA-2017-159457,77095,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,1671,Consumer,26-10-2017,Standard Class,Texas,Phones,0.2,5.2125,+31.3%,3,16.68
Technology,Huntsville,United States,FP-14320,Frank Preis,13-04-2015,US-2015-168704,77340,TEC-PH-10001061,Apple iPhone 5C,Central,8931,Consumer,17-04-2015,Standard Class,Texas,Phones,0.2,17.9982,+7.5%,3,239.976
Technology,Irving,United States,PO-18850,Patrick O'Brill,02-11-2014,CA-2014-148782,75061,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Central,6228,Consumer,07-11-2014,Standard Class,Texas,Phones,0.2,7.7679,+8.8%,3,88.776
Technology,Round Rock,United States,AA-10315,Alex Avila,03-03-2016,CA-2016-103982,78664,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Central,5201,Consumer,08-03-2016,Standard Class,Texas,Phones,0.2,32.3982,+7.5%,3,431.976
Technology,San Antonio,United States,JC-15775,John Castell,25-03-2017,CA-2017-112039,78207,TEC-PH-10000984,Panasonic KX-TG9471B,Central,1877,Consumer,29-03-2017,Standard Class,Texas,Phones,0.2,47.0376,+10.0%,3,470.376
Technology,Chicago,United States,KD-16345,Katherine Ducich,20-12-2015,US-2015-123218,60623,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Central,1723,Consumer,25-12-2015,Standard Class,Illinois,Accessories,0.2,51.1936,+20.0%,4,255.968
Technology,Chicago,United States,JF-15490,Jeremy Farry,06-05-2017,US-2017-162124,60653,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,9923,Consumer,10-05-2017,Standard Class,Illinois,Accessories,0.2,28.7952,+15.0%,4,191.968
Technology,Quincy,United States,EM-13960,Eric Murdock,01-10-2015,CA-2015-148873,62301,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Central,9036,Consumer,05-10-2015,Standard Class,Illinois,Accessories,0.2,2.719200000,+2.5%,4,108.768
Technology,Austin,United States,JB-15925,Joni Blumstein,12-12-2015,US-2015-167220,78745,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,Central,4754,Consumer,16-12-2015,Standard Class,Texas,Accessories,0.2,6.4308,+28.8%,4,22.368
Technology,Evanston,United States,SB-20185,Sarah Brown,16-04-2015,CA-2015-146675,60201,TEC-CO-10001766,Canon PC940 Copier,Central,6201,Consumer,20-04-2015,Standard Class,Illinois,Copiers,0.2,485.9892,+33.8%,4,1439.968
Technology,Aurora,United States,LP-17095,Liz Preis,30-01-2017,CA-2017-121790,60505,TEC-PH-10002584,Samsung Galaxy S4,Central,8270,Consumer,06-02-2017,Standard Class,Illinois,Phones,0.2,250.396,+12.5%,4,2003.168
Technology,Chicago,United States,BK-11260,Berenike Kampe,06-12-2014,US-2014-140452,60610,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Central,5096,Consumer,10-12-2014,Standard Class,Illinois,Phones,0.2,-7.008,-20.0%,4,35.04
Technology,Des Plaines,United States,AM-10705,Anne McFarland,04-04-2017,CA-2017-157903,60016,TEC-PH-10004345,Cisco SPA 502G IP Phone,Central,6190,Consumer,08-04-2017,Standard Class,Illinois,Phones,0.2,47.98,+12.5%,4,383.84
Technology,Rockford,United States,DF-13135,David Flashing,30-01-2016,CA-2016-168032,61107,TEC-PH-10004241,Nokia Lumia 1020,Central,8925,Consumer,03-02-2016,Standard Class,Illinois,Phones,0.2,143.9968,+10.0%,4,1439.968
Technology,Amarillo,United States,FM-14380,Fred McMath,12-07-2015,CA-2015-112711,79109,TEC-PH-10000526,Vtech CS6719,Central,7796,Consumer,18-07-2015,Standard Class,Texas,Phones,0.2,30.7168,+10.0%,4,307.168
Technology,Houston,United States,JH-15910,Jonathan Howell,28-05-2017,US-2017-112613,77070,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Central,2434,Consumer,01-06-2017,Standard Class,Texas,Phones,0.2,4.0776,+7.5%,4,54.368
Technology,Plano,United States,RD-19585,Rob Dowd,03-07-2017,CA-2017-111647,75023,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Central,1673,Consumer,07-07-2017,Standard Class,Texas,Phones,0.2,62.988,+37.5%,4,167.968
Technology,Grand Prairie,United States,WB-21850,William Brown,20-12-2014,CA-2014-120852,75051,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Central,6108,Consumer,25-12-2014,Standard Class,Texas,Accessories,0.2,-8.18,-12.5%,5,65.44
Technology,Houston,United States,EP-13915,Emily Phan,05-11-2016,US-2016-131611,77036,TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Central,4269,Consumer,09-11-2016,Standard Class,Texas,Accessories,0.2,45.1395,+26.3%,5,171.96
Technology,Fort Worth,United States,HG-15025,Hunter Glantz,14-10-2014,CA-2014-163748,76106,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Central,5757,Consumer,18-10-2014,Standard Class,Texas,Copiers,0.2,624.9875,+31.3%,5,1999.96
Technology,Dallas,United States,AH-10210,Alan Hwang,23-11-2017,CA-2017-166919,75220,TEC-PH-10001305,Panasonic KX TS208W Corded phone,Central,6303,Consumer,27-11-2017,Standard Class,Texas,Phones,0.2,19.596,+10.0%,5,195.96
Technology,Grand Prairie,United States,SJ-20215,Sarah Jordon,01-12-2017,CA-2017-113355,75051,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Central,3244,Consumer,05-12-2017,Standard Class,Texas,Phones,0.2,24.7275,+11.3%,5,219.8
Technology,Houston,United States,EH-13945,Eric Hoffmann,19-11-2016,US-2016-110156,77041,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Central,1111,Consumer,24-11-2016,Standard Class,Texas,Phones,0.2,25.186,+35.0%,5,71.96
Technology,Houston,United States,RO-19780,Rose O'Brian,25-11-2017,CA-2017-150266,77070,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Central,8959,Consumer,30-11-2017,Standard Class,Texas,Phones,0.2,37.495,+12.5%,5,299.96
Technology,Pasadena,United States,XP-21865,Xylona Preis,14-11-2017,US-2017-136679,77506,TEC-AC-10004855,V7 USB Numeric Keypad,Central,5190,Consumer,18-11-2017,Standard Class,Texas,Accessories,0.2,-27.2922,-16.3%,6,167.952
Technology,San Antonio,United States,JF-15565,Jill Fjeld,21-10-2016,CA-2016-166373,78207,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Central,8030,Consumer,25-10-2016,Standard Class,Texas,Accessories,0.2,-9.282,-8.8%,6,106.08
Technology,San Antonio,United States,PF-19120,Peter Fuller,07-04-2015,CA-2015-140025,78207,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Central,4822,Consumer,11-04-2015,Standard Class,Texas,Accessories,0.2,47.994,+12.5%,6,383.952
Technology,Dallas,United States,GA-14515,George Ashbrook,24-11-2016,CA-2016-132731,75081,TEC-PH-10004120,AT&T 1080 Phone,Central,3525,Consumer,28-11-2016,Standard Class,Texas,Phones,0.2,49.3164,+7.5%,6,657.552
Technology,Houston,United States,JG-15160,James Galang,12-05-2015,CA-2015-131856,77041,TEC-PH-10001336,Digium D40 VoIP phone,Central,8663,Consumer,17-05-2015,Standard Class,Texas,Phones,0.2,69.6546,+11.3%,6,619.152
Technology,Buffalo Grove,United States,BM-11785,Bryan Mills,02-09-2014,CA-2014-106971,60089,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Central,9140,Consumer,08-09-2014,Standard Class,Illinois,Accessories,0.2,95.1888,+20.0%,7,475.944
Technology,Dallas,United States,MO-17950,Michael Oakman,02-04-2015,US-2015-122140,75220,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Central,2770,Consumer,07-04-2015,Standard Class,Texas,Accessories,0.2,-0.626500000,-1.3%,7,50.12
Technology,Houston,United States,MS-17770,Maxwell Schwartz,10-11-2016,US-2016-144547,77036,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,3894,Consumer,14-11-2016,Standard Class,Texas,Accessories,0.2,48.9902,+17.5%,7,279.944
Technology,Round Rock,United States,AA-10315,Alex Avila,03-03-2016,CA-2016-103982,78664,TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Central,5202,Consumer,08-03-2016,Standard Class,Texas,Accessories,0.2,5.7365,+13.8%,7,41.72
Technology,Houston,United States,TT-21220,Thomas Thornton,18-03-2017,CA-2017-162075,77041,TEC-PH-10001557,Pyle PMP37LED,Central,8792,Consumer,24-03-2017,Standard Class,Texas,Phones,0.2,47.0351,+8.8%,7,537.544
Technology,Houston,United States,ZC-21910,Zuschuss Carroll,08-04-2016,CA-2016-130946,77041,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,1198,Consumer,12-04-2016,Standard Class,Texas,Accessories,0.2,64.7892,+15.0%,9,431.928
